mixture_ID,speaker_1_ID,speaker_2_ID
BAC009S0151W0433_BAC009S0107W0183,S0151,S0107
BAC009S0101W0377_BAC009S0090W0377,S0101,S0090
BAC009S0089W0395_BAC009S0199W0262,S0089,S0199
BAC009S0019W0224_BAC009S0205W0356,S0019,S0205
BAC009S0242W0350_BAC009S0179W0323,S0242,S0179
BAC009S0034W0390_BAC009S0199W0188,S0034,S0199
BAC009S0222W0266_BAC009S0353W0458,S0222,S0353
BAC009S0660W0176_BAC009S0084W0344,S0660,S0084
BAC009S0202W0240_BAC009S0348W0202,S0202,S0348
BAC009S0240W0238_BAC009S0663W0404,S0240,S0663
BAC009S0663W0202_BAC009S0088W0308,S0663,S0088
BAC009S0196W0199_BAC009S0104W0240,S0196,S0104
BAC009S0014W0402_BAC009S0238W0189,S0014,S0238
BAC009S0141W0436_BAC009S0015W0221,S0141,S0015
BAC009S0663W0174_BAC009S0212W0302,S0663,S0212
BAC009S0515W0129_BAC009S0353W0159,S0515,S0353
BAC009S0049W0128_BAC009S0658W0468,S0049,S0658
BAC009S0139W0379_BAC009S0523W0379,S0139,S0523
BAC009S0158W0240_BAC009S0219W0219,S0158,S0219
BAC009S0119W0160_BAC009S0006W0285,S0119,S0006
BAC009S0206W0169_BAC009S0114W0436,S0206,S0114
BAC009S0338W0454_BAC009S0056W0466,S0338,S0056
BAC009S0066W0156_BAC009S0518W0299,S0066,S0518
BAC009S0702W0367_BAC009S0244W0493,S0702,S0244
BAC009S0226W0490_BAC009S0662W0156,S0226,S0662
BAC009S0009W0293_BAC009S0154W0412,S0009,S0154
BAC009S0134W0291_BAC009S0042W0189,S0134,S0042
BAC009S0100W0215_BAC009S0136W0191,S0100,S0136
BAC009S0121W0341_BAC009S0079W0279,S0121,S0079
BAC009S0421W0445_BAC009S0068W0204,S0421,S0068
BAC009S0186W0401_BAC009S0519W0235,S0186,S0519
BAC009S0014W0364_BAC009S0124W0399,S0014,S0124
BAC009S0152W0321_BAC009S0156W0477,S0152,S0156
BAC009S0113W0468_BAC009S0229W0368,S0113,S0229
BAC009S0199W0198_BAC009S0144W0143,S0199,S0144
BAC009S0097W0241_BAC009S0157W0236,S0097,S0157
BAC009S0144W0449_BAC009S0334W0358,S0144,S0334
BAC009S0144W0219_BAC009S0341W0212,S0144,S0341
BAC009S0018W0249_BAC009S0172W0294,S0018,S0172
BAC009S0007W0182_BAC009S0031W0233,S0007,S0031
BAC009S0085W0320_BAC009S0066W0132,S0085,S0066
BAC009S0347W0458_BAC009S0077W0341,S0347,S0077
BAC009S0231W0320_BAC009S0087W0256,S0231,S0087
BAC009S0198W0475_BAC009S0178W0480,S0198,S0178
BAC009S0234W0231_BAC009S0198W0282,S0234,S0198
BAC009S0017W0436_BAC009S0143W0131,S0017,S0143
BAC009S0657W0305_BAC009S0019W0256,S0657,S0019
BAC009S0203W0184_BAC009S0156W0319,S0203,S0156
BAC009S0096W0253_BAC009S0193W0401,S0096,S0193
BAC009S0166W0201_BAC009S0231W0475,S0166,S0231
BAC009S0169W0344_BAC009S0193W0394,S0169,S0193
BAC009S0018W0495_BAC009S0133W0256,S0018,S0133
BAC009S0714W0173_BAC009S0068W0360,S0714,S0068
BAC009S0062W0461_BAC009S0224W0300,S0062,S0224
BAC009S0043W0317_BAC009S0190W0212,S0043,S0190
BAC009S0195W0169_BAC009S0344W0417,S0195,S0344
BAC009S0165W0310_BAC009S0715W0166,S0165,S0715
BAC009S0245W0188_BAC009S0239W0339,S0245,S0239
BAC009S0362W0391_BAC009S0118W0169,S0362,S0118
BAC009S0353W0485_BAC009S0049W0446,S0353,S0049
BAC009S0720W0156_BAC009S0707W0219,S0720,S0707
BAC009S0655W0136_BAC009S0351W0322,S0655,S0351
BAC009S0109W0208_BAC009S0055W0129,S0109,S0055
BAC009S0081W0357_BAC009S0114W0440,S0081,S0114
BAC009S0355W0404_BAC009S0706W0191,S0355,S0706
BAC009S0248W0223_BAC009S0158W0182,S0248,S0158
BAC009S0355W0363_BAC009S0081W0396,S0355,S0081
BAC009S0079W0453_BAC009S0043W0429,S0079,S0043
BAC009S0125W0131_BAC009S0664W0319,S0125,S0664
BAC009S0171W0199_BAC009S0054W0197,S0171,S0054
BAC009S0233W0390_BAC009S0152W0335,S0233,S0152
BAC009S0212W0351_BAC009S0359W0129,S0212,S0359
BAC009S0202W0374_BAC009S0715W0438,S0202,S0715
BAC009S0340W0251_BAC009S0061W0233,S0340,S0061
BAC009S0223W0482_BAC009S0421W0253,S0223,S0421
BAC009S0170W0299_BAC009S0231W0286,S0170,S0231
BAC009S0098W0484_BAC009S0242W0432,S0098,S0242
BAC009S0708W0466_BAC009S0188W0488,S0708,S0188
BAC009S0517W0200_BAC009S0523W0126,S0517,S0523
BAC009S0111W0346_BAC009S0007W0218,S0111,S0007
BAC009S0103W0445_BAC009S0019W0381,S0103,S0019
BAC009S0708W0134_BAC009S0244W0443,S0708,S0244
BAC009S0133W0212_BAC009S0042W0440,S0133,S0042
BAC009S0108W0191_BAC009S0423W0402,S0108,S0423
BAC009S0022W0317_BAC009S0213W0450,S0022,S0213
BAC009S0347W0451_BAC009S0167W0368,S0347,S0167
BAC009S0167W0454_BAC009S0107W0287,S0167,S0107
BAC009S0514W0330_BAC009S0050W0424,S0514,S0050
BAC009S0005W0225_BAC009S0012W0258,S0005,S0012
BAC009S0164W0230_BAC009S0040W0314,S0164,S0040
BAC009S0336W0287_BAC009S0229W0254,S0336,S0229
BAC009S0509W0175_BAC009S0023W0155,S0509,S0023
BAC009S0057W0154_BAC009S0238W0153,S0057,S0238
BAC009S0088W0276_BAC009S0666W0213,S0088,S0666
BAC009S0228W0126_BAC009S0238W0188,S0228,S0238
BAC009S0216W0396_BAC009S0217W0143,S0216,S0217
BAC009S0422W0353_BAC009S0047W0194,S0422,S0047
BAC009S0032W0177_BAC009S0020W0480,S0032,S0020
BAC009S0173W0182_BAC009S0132W0160,S0173,S0132
BAC009S0163W0395_BAC009S0052W0407,S0163,S0052
BAC009S0121W0258_BAC009S0227W0322,S0121,S0227
BAC009S0347W0240_BAC009S0349W0319,S0347,S0349
BAC009S0198W0252_BAC009S0599W0289,S0198,S0599
BAC009S0060W0185_BAC009S0175W0338,S0060,S0175
BAC009S0659W0431_BAC009S0050W0341,S0659,S0050
BAC009S0711W0368_BAC009S0127W0329,S0711,S0127
BAC009S0221W0295_BAC009S0040W0272,S0221,S0040
BAC009S0244W0161_BAC009S0221W0482,S0244,S0221
BAC009S0016W0245_BAC009S0086W0279,S0016,S0086
BAC009S0349W0403_BAC009S0521W0225,S0349,S0521
BAC009S0228W0398_BAC009S0114W0357,S0228,S0114
BAC009S0066W0260_BAC009S0249W0183,S0066,S0249
BAC009S0126W0231_BAC009S0041W0307,S0126,S0041
BAC009S0167W0194_BAC009S0024W0262,S0167,S0024
BAC009S0023W0382_BAC009S0241W0366,S0023,S0241
BAC009S0101W0389_BAC009S0359W0389,S0101,S0359
BAC009S0200W0398_BAC009S0046W0152,S0200,S0046
BAC009S0718W0191_BAC009S0172W0362,S0718,S0172
BAC009S0241W0490_BAC009S0658W0282,S0241,S0658
BAC009S0119W0215_BAC009S0514W0425,S0119,S0514
BAC009S0202W0136_BAC009S0145W0382,S0202,S0145
BAC009S0355W0431_BAC009S0047W0295,S0355,S0047
BAC009S0155W0221_BAC009S0043W0459,S0155,S0043
BAC009S0211W0493_BAC009S0033W0453,S0211,S0033
BAC009S0163W0175_BAC009S0247W0399,S0163,S0247
BAC009S0172W0123_BAC009S0236W0384,S0172,S0236
BAC009S0042W0371_BAC009S0235W0349,S0042,S0235
BAC009S0248W0430_BAC009S0513W0330,S0248,S0513
BAC009S0016W0131_BAC009S0062W0143,S0016,S0062
BAC009S0721W0162_BAC009S0349W0352,S0721,S0349
BAC009S0701W0352_BAC009S0165W0330,S0701,S0165
BAC009S0036W0126_BAC009S0022W0433,S0036,S0022
BAC009S0521W0131_BAC009S0517W0227,S0521,S0517
BAC009S0721W0318_BAC009S0707W0380,S0721,S0707
BAC009S0356W0404_BAC009S0153W0471,S0356,S0153
BAC009S0205W0186_BAC009S0133W0376,S0205,S0133
BAC009S0040W0138_BAC009S0341W0405,S0040,S0341
BAC009S0716W0386_BAC009S0017W0295,S0716,S0017
BAC009S0658W0349_BAC009S0354W0320,S0658,S0354
BAC009S0107W0368_BAC009S0660W0216,S0107,S0660
BAC009S0009W0209_BAC009S0722W0483,S0009,S0722
BAC009S0338W0135_BAC009S0138W0297,S0338,S0138
BAC009S0150W0362_BAC009S0713W0330,S0150,S0713
BAC009S0056W0491_BAC009S0022W0449,S0056,S0022
BAC009S0512W0366_BAC009S0140W0481,S0512,S0140
BAC009S0010W0378_BAC009S0356W0281,S0010,S0356
BAC009S0665W0368_BAC009S0020W0442,S0665,S0020
BAC009S0218W0468_BAC009S0109W0367,S0218,S0109
BAC009S0037W0465_BAC009S0102W0399,S0037,S0102
BAC009S0340W0441_BAC009S0082W0267,S0340,S0082
BAC009S0174W0382_BAC009S0062W0382,S0174,S0062
BAC009S0346W0388_BAC009S0133W0248,S0346,S0133
BAC009S0042W0363_BAC009S0105W0165,S0042,S0105
BAC009S0125W0256_BAC009S0115W0429,S0125,S0115
BAC009S0166W0295_BAC009S0019W0483,S0166,S0019
BAC009S0518W0181_BAC009S0704W0282,S0518,S0704
BAC009S0600W0422_BAC009S0028W0447,S0600,S0028
BAC009S0004W0266_BAC009S0184W0153,S0004,S0184
BAC009S0106W0247_BAC009S0149W0426,S0106,S0149
BAC009S0206W0279_BAC009S0093W0169,S0206,S0093
BAC009S0076W0331_BAC009S0111W0445,S0076,S0111
BAC009S0051W0338_BAC009S0075W0387,S0051,S0075
BAC009S0134W0359_BAC009S0224W0383,S0134,S0224
BAC009S0657W0371_BAC009S0722W0155,S0657,S0722
BAC009S0171W0214_BAC009S0224W0179,S0171,S0224
BAC009S0013W0436_BAC009S0049W0159,S0013,S0049
BAC009S0062W0334_BAC009S0711W0275,S0062,S0711
BAC009S0338W0213_BAC009S0137W0130,S0338,S0137
BAC009S0655W0225_BAC009S0050W0290,S0655,S0050
BAC009S0141W0243_BAC009S0064W0441,S0141,S0064
BAC009S0068W0163_BAC009S0350W0237,S0068,S0350
BAC009S0174W0433_BAC009S0220W0299,S0174,S0220
BAC009S0340W0383_BAC009S0042W0125,S0340,S0042
BAC009S0078W0234_BAC009S0056W0453,S0078,S0056
BAC009S0228W0431_BAC009S0184W0146,S0228,S0184
BAC009S0215W0237_BAC009S0250W0156,S0215,S0250
BAC009S0235W0462_BAC009S0705W0236,S0235,S0705
BAC009S0112W0276_BAC009S0722W0178,S0112,S0722
BAC009S0222W0474_BAC009S0009W0369,S0222,S0009
BAC009S0014W0136_BAC009S0169W0322,S0014,S0169
BAC009S0511W0273_BAC009S0235W0293,S0511,S0235
BAC009S0165W0474_BAC009S0118W0140,S0165,S0118
BAC009S0118W0241_BAC009S0360W0300,S0118,S0360
BAC009S0104W0340_BAC009S0176W0299,S0104,S0176
BAC009S0210W0392_BAC009S0158W0173,S0210,S0158
BAC009S0244W0291_BAC009S0181W0377,S0244,S0181
BAC009S0186W0252_BAC009S0040W0191,S0186,S0040
BAC009S0071W0205_BAC009S0039W0374,S0071,S0039
BAC009S0094W0272_BAC009S0130W0135,S0094,S0130
BAC009S0194W0380_BAC009S0132W0486,S0194,S0132
BAC009S0046W0299_BAC009S0241W0161,S0046,S0241
BAC009S0338W0168_BAC009S0363W0440,S0338,S0363
BAC009S0133W0436_BAC009S0162W0240,S0133,S0162
BAC009S0177W0323_BAC009S0220W0243,S0177,S0220
BAC009S0350W0411_BAC009S0032W0384,S0350,S0032
BAC009S0162W0138_BAC009S0038W0279,S0162,S0038
BAC009S0709W0288_BAC009S0199W0302,S0709,S0199
BAC009S0245W0433_BAC009S0146W0304,S0245,S0146
BAC009S0249W0188_BAC009S0207W0240,S0249,S0207
BAC009S0143W0334_BAC009S0119W0461,S0143,S0119
BAC009S0599W0130_BAC009S0066W0401,S0599,S0066
BAC009S0086W0245_BAC009S0663W0169,S0086,S0663
BAC009S0134W0479_BAC009S0220W0224,S0134,S0220
BAC009S0049W0258_BAC009S0665W0361,S0049,S0665
BAC009S0062W0440_BAC009S0040W0224,S0062,S0040
BAC009S0713W0208_BAC009S0098W0163,S0713,S0098
BAC009S0180W0173_BAC009S0334W0331,S0180,S0334
BAC009S0248W0429_BAC009S0130W0213,S0248,S0130
BAC009S0598W0129_BAC009S0120W0135,S0598,S0120
BAC009S0241W0280_BAC009S0020W0429,S0241,S0020
BAC009S0213W0322_BAC009S0112W0334,S0213,S0112
BAC009S0362W0312_BAC009S0085W0199,S0362,S0085
BAC009S0340W0405_BAC009S0216W0477,S0340,S0216
BAC009S0180W0459_BAC009S0082W0458,S0180,S0082
BAC009S0054W0347_BAC009S0657W0153,S0054,S0657
BAC009S0705W0474_BAC009S0186W0129,S0705,S0186
BAC009S0522W0157_BAC009S0178W0198,S0522,S0178
BAC009S0661W0245_BAC009S0159W0351,S0661,S0159
BAC009S0157W0417_BAC009S0055W0489,S0157,S0055
BAC009S0335W0224_BAC009S0014W0375,S0335,S0014
BAC009S0126W0375_BAC009S0068W0212,S0126,S0068
BAC009S0334W0133_BAC009S0345W0181,S0334,S0345
BAC009S0362W0373_BAC009S0064W0200,S0362,S0064
BAC009S0236W0149_BAC009S0066W0354,S0236,S0066
BAC009S0136W0401_BAC009S0666W0468,S0136,S0666
BAC009S0183W0418_BAC009S0153W0147,S0183,S0153
BAC009S0356W0292_BAC009S0716W0456,S0356,S0716
BAC009S0221W0478_BAC009S0340W0305,S0221,S0340
BAC009S0216W0272_BAC009S0107W0452,S0216,S0107
BAC009S0237W0216_BAC009S0710W0226,S0237,S0710
BAC009S0038W0405_BAC009S0095W0202,S0038,S0095
BAC009S0183W0360_BAC009S0071W0389,S0183,S0071
BAC009S0216W0143_BAC009S0143W0198,S0216,S0143
BAC009S0175W0305_BAC009S0043W0127,S0175,S0043
BAC009S0104W0243_BAC009S0062W0154,S0104,S0062
BAC009S0125W0421_BAC009S0343W0151,S0125,S0343
BAC009S0218W0469_BAC009S0341W0463,S0218,S0341
BAC009S0216W0221_BAC009S0181W0165,S0216,S0181
BAC009S0520W0296_BAC009S0515W0266,S0520,S0515
BAC009S0236W0192_BAC009S0232W0259,S0236,S0232
BAC009S0223W0312_BAC009S0172W0277,S0223,S0172
BAC009S0522W0387_BAC009S0246W0274,S0522,S0246
BAC009S0176W0243_BAC009S0601W0443,S0176,S0601
BAC009S0214W0136_BAC009S0087W0350,S0214,S0087
BAC009S0170W0455_BAC009S0155W0395,S0170,S0155
BAC009S0189W0414_BAC009S0085W0211,S0189,S0085
BAC009S0013W0390_BAC009S0072W0351,S0013,S0072
BAC009S0102W0358_BAC009S0183W0331,S0102,S0183
BAC009S0122W0357_BAC009S0237W0236,S0122,S0237
BAC009S0347W0281_BAC009S0065W0211,S0347,S0065
BAC009S0358W0143_BAC009S0237W0453,S0358,S0237
BAC009S0135W0483_BAC009S0521W0233,S0135,S0521
BAC009S0160W0385_BAC009S0343W0433,S0160,S0343
BAC009S0093W0205_BAC009S0204W0190,S0093,S0204
BAC009S0118W0462_BAC009S0161W0370,S0118,S0161
BAC009S0663W0321_BAC009S0003W0133,S0663,S0003
BAC009S0179W0425_BAC009S0048W0392,S0179,S0048
BAC009S0129W0444_BAC009S0197W0358,S0129,S0197
BAC009S0067W0453_BAC009S0146W0202,S0067,S0146
BAC009S0087W0225_BAC009S0127W0318,S0087,S0127
BAC009S0012W0250_BAC009S0216W0348,S0012,S0216
BAC009S0059W0479_BAC009S0715W0450,S0059,S0715
BAC009S0661W0218_BAC009S0355W0195,S0661,S0355
BAC009S0130W0183_BAC009S0145W0426,S0130,S0145
BAC009S0184W0493_BAC009S0509W0369,S0184,S0509
BAC009S0239W0326_BAC009S0059W0140,S0239,S0059
BAC009S0094W0400_BAC009S0213W0137,S0094,S0213
BAC009S0015W0419_BAC009S0099W0479,S0015,S0099
BAC009S0167W0200_BAC009S0213W0372,S0167,S0213
BAC009S0156W0338_BAC009S0067W0307,S0156,S0067
BAC009S0335W0128_BAC009S0143W0476,S0335,S0143
BAC009S0042W0385_BAC009S0225W0490,S0042,S0225
BAC009S0121W0298_BAC009S0030W0167,S0121,S0030
BAC009S0336W0401_BAC009S0222W0438,S0336,S0222
BAC009S0194W0468_BAC009S0706W0194,S0194,S0706
BAC009S0198W0228_BAC009S0082W0305,S0198,S0082
BAC009S0601W0309_BAC009S0511W0493,S0601,S0511
BAC009S0052W0472_BAC009S0008W0367,S0052,S0008
BAC009S0195W0443_BAC009S0248W0360,S0195,S0248
BAC009S0701W0193_BAC009S0522W0272,S0701,S0522
BAC009S0230W0163_BAC009S0509W0380,S0230,S0509
BAC009S0511W0135_BAC009S0122W0190,S0511,S0122
BAC009S0521W0413_BAC009S0035W0377,S0521,S0035
BAC009S0079W0128_BAC009S0111W0460,S0079,S0111
BAC009S0216W0432_BAC009S0178W0303,S0216,S0178
BAC009S0523W0190_BAC009S0176W0415,S0523,S0176
BAC009S0190W0396_BAC009S0715W0133,S0190,S0715
BAC009S0250W0238_BAC009S0346W0170,S0250,S0346
BAC009S0163W0135_BAC009S0422W0199,S0163,S0422
BAC009S0028W0463_BAC009S0712W0327,S0028,S0712
BAC009S0011W0276_BAC009S0211W0389,S0011,S0211
BAC009S0085W0181_BAC009S0124W0392,S0085,S0124
BAC009S0216W0366_BAC009S0113W0178,S0216,S0113
BAC009S0708W0386_BAC009S0126W0236,S0708,S0126
BAC009S0600W0439_BAC009S0197W0182,S0600,S0197
BAC009S0252W0218_BAC009S0207W0204,S0252,S0207
BAC009S0209W0220_BAC009S0014W0173,S0209,S0014
BAC009S0057W0141_BAC009S0511W0354,S0057,S0511
BAC009S0127W0486_BAC009S0181W0161,S0127,S0181
BAC009S0510W0334_BAC009S0188W0458,S0510,S0188
BAC009S0351W0441_BAC009S0166W0262,S0351,S0166
BAC009S0339W0138_BAC009S0185W0452,S0339,S0185
BAC009S0161W0198_BAC009S0047W0444,S0161,S0047
BAC009S0228W0144_BAC009S0515W0227,S0228,S0515
BAC009S0706W0380_BAC009S0002W0219,S0706,S0002
BAC009S0134W0439_BAC009S0050W0188,S0134,S0050
BAC009S0129W0201_BAC009S0082W0172,S0129,S0082
BAC009S0717W0306_BAC009S0014W0144,S0717,S0014
BAC009S0209W0423_BAC009S0157W0481,S0209,S0157
BAC009S0334W0366_BAC009S0085W0179,S0334,S0085
BAC009S0107W0410_BAC009S0085W0380,S0107,S0085
BAC009S0658W0427_BAC009S0061W0461,S0658,S0061
BAC009S0104W0473_BAC009S0147W0330,S0104,S0147
BAC009S0120W0237_BAC009S0171W0460,S0120,S0171
BAC009S0171W0304_BAC009S0067W0207,S0171,S0067
BAC009S0705W0228_BAC009S0521W0184,S0705,S0521
BAC009S0109W0225_BAC009S0719W0480,S0109,S0719
BAC009S0662W0358_BAC009S0025W0365,S0662,S0025
BAC009S0075W0175_BAC009S0097W0272,S0075,S0097
BAC009S0163W0236_BAC009S0054W0415,S0163,S0054
BAC009S0243W0345_BAC009S0718W0134,S0243,S0718
BAC009S0660W0262_BAC009S0252W0207,S0660,S0252
BAC009S0173W0395_BAC009S0015W0310,S0173,S0015
BAC009S0119W0281_BAC009S0513W0473,S0119,S0513
BAC009S0175W0303_BAC009S0708W0251,S0175,S0708
BAC009S0075W0361_BAC009S0701W0492,S0075,S0701
BAC009S0137W0147_BAC009S0012W0495,S0137,S0012
BAC009S0007W0229_BAC009S0215W0372,S0007,S0215
BAC009S0087W0315_BAC009S0351W0457,S0087,S0351
BAC009S0657W0366_BAC009S0090W0468,S0657,S0090
BAC009S0160W0332_BAC009S0014W0302,S0160,S0014
BAC009S0183W0158_BAC009S0012W0191,S0183,S0012
BAC009S0010W0373_BAC009S0045W0223,S0010,S0045
BAC009S0212W0452_BAC009S0056W0448,S0212,S0056
BAC009S0220W0329_BAC009S0245W0148,S0220,S0245
BAC009S0715W0221_BAC009S0021W0406,S0715,S0021
BAC009S0141W0134_BAC009S0362W0244,S0141,S0362
BAC009S0224W0337_BAC009S0163W0453,S0224,S0163
BAC009S0598W0177_BAC009S0032W0230,S0598,S0032
BAC009S0157W0154_BAC009S0100W0328,S0157,S0100
BAC009S0173W0443_BAC009S0144W0223,S0173,S0144
BAC009S0071W0346_BAC009S0039W0330,S0071,S0039
BAC009S0247W0126_BAC009S0147W0253,S0247,S0147
BAC009S0100W0418_BAC009S0033W0162,S0100,S0033
BAC009S0041W0398_BAC009S0244W0264,S0041,S0244
BAC009S0075W0382_BAC009S0060W0124,S0075,S0060
BAC009S0025W0417_BAC009S0190W0261,S0025,S0190
BAC009S0141W0127_BAC009S0031W0342,S0141,S0031
BAC009S0088W0384_BAC009S0209W0439,S0088,S0209
BAC009S0070W0451_BAC009S0163W0281,S0070,S0163
BAC009S0060W0182_BAC009S0051W0380,S0060,S0051
BAC009S0026W0383_BAC009S0040W0316,S0026,S0040
BAC009S0596W0160_BAC009S0060W0427,S0596,S0060
BAC009S0712W0366_BAC009S0519W0276,S0712,S0519
BAC009S0119W0419_BAC009S0118W0193,S0119,S0118
BAC009S0169W0357_BAC009S0033W0255,S0169,S0033
BAC009S0209W0226_BAC009S0360W0193,S0209,S0360
BAC009S0722W0132_BAC009S0246W0242,S0722,S0246
BAC009S0063W0301_BAC009S0109W0387,S0063,S0109
BAC009S0712W0362_BAC009S0143W0271,S0712,S0143
BAC009S0097W0380_BAC009S0657W0464,S0097,S0657
BAC009S0004W0329_BAC009S0203W0180,S0004,S0203
BAC009S0116W0349_BAC009S0338W0485,S0116,S0338
BAC009S0126W0401_BAC009S0711W0479,S0126,S0711
BAC009S0198W0161_BAC009S0351W0173,S0198,S0351
BAC009S0704W0232_BAC009S0350W0160,S0704,S0350
BAC009S0423W0125_BAC009S0228W0172,S0423,S0228
BAC009S0230W0257_BAC009S0087W0173,S0230,S0087
BAC009S0522W0129_BAC009S0012W0468,S0522,S0012
BAC009S0026W0461_BAC009S0017W0195,S0026,S0017
BAC009S0073W0198_BAC009S0343W0314,S0073,S0343
BAC009S0084W0157_BAC009S0017W0197,S0084,S0017
BAC009S0091W0129_BAC009S0219W0315,S0091,S0219
BAC009S0048W0121_BAC009S0155W0241,S0048,S0155
BAC009S0142W0175_BAC009S0089W0138,S0142,S0089
BAC009S0052W0124_BAC009S0719W0365,S0052,S0719
BAC009S0047W0190_BAC009S0158W0385,S0047,S0158
BAC009S0184W0467_BAC009S0106W0409,S0184,S0106
BAC009S0092W0160_BAC009S0665W0145,S0092,S0665
BAC009S0350W0489_BAC009S0109W0142,S0350,S0109
BAC009S0164W0229_BAC009S0155W0183,S0164,S0155
BAC009S0130W0273_BAC009S0722W0134,S0130,S0722
BAC009S0020W0456_BAC009S0034W0171,S0020,S0034
BAC009S0103W0327_BAC009S0015W0493,S0103,S0015
BAC009S0020W0348_BAC009S0059W0468,S0020,S0059
BAC009S0080W0177_BAC009S0094W0190,S0080,S0094
BAC009S0158W0276_BAC009S0149W0369,S0158,S0149
BAC009S0600W0479_BAC009S0105W0163,S0600,S0105
BAC009S0224W0489_BAC009S0046W0247,S0224,S0046
BAC009S0070W0145_BAC009S0248W0296,S0070,S0248
BAC009S0250W0270_BAC009S0173W0179,S0250,S0173
BAC009S0053W0360_BAC009S0513W0369,S0053,S0513
BAC009S0228W0288_BAC009S0115W0404,S0228,S0115
BAC009S0363W0127_BAC009S0021W0395,S0363,S0021
BAC009S0028W0391_BAC009S0132W0419,S0028,S0132
BAC009S0035W0204_BAC009S0233W0137,S0035,S0233
BAC009S0132W0249_BAC009S0038W0373,S0132,S0038
BAC009S0198W0279_BAC009S0059W0215,S0198,S0059
BAC009S0203W0154_BAC009S0715W0246,S0203,S0715
BAC009S0708W0395_BAC009S0131W0147,S0708,S0131
BAC009S0148W0289_BAC009S0353W0156,S0148,S0353
BAC009S0183W0451_BAC009S0516W0147,S0183,S0516
BAC009S0179W0444_BAC009S0041W0223,S0179,S0041
BAC009S0657W0194_BAC009S0062W0177,S0657,S0062
BAC009S0516W0422_BAC009S0079W0197,S0516,S0079
BAC009S0596W0487_BAC009S0012W0179,S0596,S0012
BAC009S0013W0262_BAC009S0702W0226,S0013,S0702
BAC009S0423W0264_BAC009S0217W0445,S0423,S0217
BAC009S0132W0466_BAC009S0037W0194,S0132,S0037
BAC009S0002W0171_BAC009S0016W0167,S0002,S0016
BAC009S0117W0394_BAC009S0711W0424,S0117,S0711
